logic_type,rule_id,source_group,category,name,severity,technique,parent_process,child_process,behavior,logic_summary,raw_logic,source_file
chain_rule,chain-253,Discovery / Recon,Discovery / Recon,PS → qprocess — terminal svc process list,0,T1057,powershell.exe,qprocess.exe,,Exact parent->child process name match,PS → qprocess — terminal svc process list [T1057],src/detection-rules.js
chain_rule,chain-254,Discovery / Recon,Discovery / Recon,PS → sc — service enumeration,0,T1007,powershell.exe,sc.exe,,Exact parent->child process name match,PS → sc — service enumeration [T1007],src/detection-rules.js
chain_rule,chain-255,Discovery / Recon,Discovery / Recon,cmd → sc — service enumeration,0,T1007,cmd.exe,sc.exe,,Exact parent->child process name match,cmd → sc — service enumeration [T1007],src/detection-rules.js
chain_rule,chain-256,Discovery / Recon,Discovery / Recon,PS → wmic — WMI queries,1,T1047,powershell.exe,wmic.exe,,Exact parent->child process name match,PS → wmic — WMI queries [T1047],src/detection-rules.js
chain_rule,chain-257,Discovery / Recon,Discovery / Recon,cmd → wmic — WMI queries,1,T1047,cmd.exe,wmic.exe,,Exact parent->child process name match,cmd → wmic — WMI queries [T1047],src/detection-rules.js
chain_rule,chain-258,Discovery / Recon,Discovery / Recon,PS → netsh — firewall/security enum,1,T1518.001,powershell.exe,netsh.exe,,Exact parent->child process name match,PS → netsh — firewall/security enum [T1518.001],src/detection-rules.js
chain_rule,chain-259,Discovery / Recon,Discovery / Recon,PS → net — network share discovery,1,T1135,powershell.exe,net.exe,,Exact parent->child process name match,PS → net — network share discovery [T1135],src/detection-rules.js
chain_rule,chain-260,Discovery / Recon,Discovery / Recon,cmd → net — network share discovery,1,T1135,cmd.exe,net.exe,,Exact parent->child process name match,cmd → net — network share discovery [T1135],src/detection-rules.js
chain_rule,chain-261,Discovery / Recon,Discovery / Recon,PS → icacls — permission enumeration,0,T1083,powershell.exe,icacls.exe,,Exact parent->child process name match,PS → icacls — permission enumeration [T1083],src/detection-rules.js
chain_rule,chain-262,Discovery / Recon,Discovery / Recon,cmd → icacls — permission enumeration,0,T1083,cmd.exe,icacls.exe,,Exact parent->child process name match,cmd → icacls — permission enumeration [T1083],src/detection-rules.js
chain_rule,chain-263,Discovery / Recon,Discovery / Recon,cmd → accesschk — Sysinternals permission check,1,T1083,cmd.exe,accesschk.exe,,Exact parent->child process name match,cmd → accesschk — Sysinternals permission check [T1083],src/detection-rules.js
chain_rule,chain-264,Discovery / Recon,Discovery / Recon,PS → AdFind — bulk AD enum (ransomware),3,T1018,powershell.exe,adfind.exe,,Exact parent->child process name match,PS → AdFind — bulk AD enum (ransomware) [T1018],src/detection-rules.js
chain_rule,chain-265,Discovery / Recon,Discovery / Recon,cmd → AdFind — bulk AD enumeration,3,T1018,cmd.exe,adfind.exe,,Exact parent->child process name match,cmd → AdFind — bulk AD enumeration [T1018],src/detection-rules.js
chain_rule,chain-266,Discovery / Recon,Discovery / Recon,PS → BloodHound — AD attack path mapping,3,T1087.002,powershell.exe,bloodhound.exe,,Exact parent->child process name match,PS → BloodHound — AD attack path mapping [T1087.002],src/detection-rules.js
chain_rule,chain-267,Discovery / Recon,Discovery / Recon,cmd → SharpHound — BloodHound data collector,3,T1087.002,cmd.exe,sharphound.exe,,Exact parent->child process name match,cmd → SharpHound — BloodHound data collector [T1087.002],src/detection-rules.js
chain_rule,chain-268,Discovery / Recon,Discovery / Recon,PS → SharpHound — AD collector,3,T1087.002,powershell.exe,sharphound.exe,,Exact parent->child process name match,PS → SharpHound — AD collector [T1087.002],src/detection-rules.js
chain_rule,chain-269,Discovery / Recon,Discovery / Recon,PS → Seatbelt — GhostPack host survey,2,T1082,powershell.exe,seatbelt.exe,,Exact parent->child process name match,PS → Seatbelt — GhostPack host survey [T1082],src/detection-rules.js
chain_rule,chain-270,Discovery / Recon,Discovery / Recon,cmd → Seatbelt — GhostPack host survey,2,T1082,cmd.exe,seatbelt.exe,,Exact parent->child process name match,cmd → Seatbelt — GhostPack host survey [T1082],src/detection-rules.js
chain_rule,chain-271,Discovery / Recon,Discovery / Recon,svchost → whoami — post-exploitation via service,2,T1033,svchost.exe,whoami.exe,,Exact parent->child process name match,svchost → whoami — post-exploitation via service [T1033],src/detection-rules.js
chain_rule,chain-272,Discovery / Recon,Discovery / Recon,svchost → net — recon via service context,1,T1087.002,svchost.exe,net.exe,,Exact parent->child process name match,svchost → net — recon via service context [T1087.002],src/detection-rules.js
chain_rule,chain-273,Discovery / Recon,Discovery / Recon,IIS → whoami — web shell recon,3,T1190,w3wp.exe,whoami.exe,,Exact parent->child process name match,IIS → whoami — web shell recon [T1190],src/detection-rules.js
chain_rule,chain-274,Discovery / Recon,Discovery / Recon,IIS → net — web shell enumeration,3,T1190,w3wp.exe,net.exe,,Exact parent->child process name match,IIS → net — web shell enumeration [T1190],src/detection-rules.js
chain_rule,chain-275,Credential Access,Credential Access,PS → Rubeus — Kerberos attack tool,3,T1558.003,powershell.exe,rubeus.exe,,Exact parent->child process name match,PS → Rubeus — Kerberos attack tool [T1558.003],src/detection-rules.js
chain_rule,chain-276,Credential Access,Credential Access,cmd → Rubeus — Kerberos attack tool,3,T1558.003,cmd.exe,rubeus.exe,,Exact parent->child process name match,cmd → Rubeus — Kerberos attack tool [T1558.003],src/detection-rules.js
chain_rule,chain-277,Credential Access,Credential Access,LSASS → cmd — credential dumping/injection,3,T1003.001,lsass.exe,cmd.exe,,Exact parent->child process name match,LSASS → cmd — credential dumping/injection [T1003.001],src/detection-rules.js
chain_rule,chain-278,Credential Access,Credential Access,LSASS → PS — process injection into LSASS,3,T1003.001,lsass.exe,powershell.exe,,Exact parent->child process name match,LSASS → PS — process injection into LSASS [T1003.001],src/detection-rules.js
chain_rule,chain-279,Credential Access,Credential Access,LSASS → rundll32 — skeleton key/SSP injection,3,T1003.001,lsass.exe,rundll32.exe,,Exact parent->child process name match,LSASS → rundll32 — skeleton key/SSP injection [T1003.001],src/detection-rules.js
chain_rule,chain-280,Credential Access,Credential Access,cmd → ProcDump — LSASS memory dump,3,T1003.001,cmd.exe,procdump.exe,,Exact parent->child process name match,cmd → ProcDump — LSASS memory dump [T1003.001],src/detection-rules.js
chain_rule,chain-281,Credential Access,Credential Access,PS → ProcDump — LSASS dump,3,T1003.001,powershell.exe,procdump.exe,,Exact parent->child process name match,PS → ProcDump — LSASS dump [T1003.001],src/detection-rules.js
chain_rule,chain-282,Credential Access,Credential Access,cmd → Mimikatz — credential dumping,3,T1003.001,cmd.exe,mimikatz.exe,,Exact parent->child process name match,cmd → Mimikatz — credential dumping [T1003.001],src/detection-rules.js
chain_rule,chain-283,Credential Access,Credential Access,PS → Mimikatz — credential dumping,3,T1003.001,powershell.exe,mimikatz.exe,,Exact parent->child process name match,PS → Mimikatz — credential dumping [T1003.001],src/detection-rules.js
chain_rule,chain-284,Credential Access,Credential Access,cmd → sekurlsa — credential extraction,3,T1003.001,cmd.exe,sekurlsa.exe,,Exact parent->child process name match,cmd → sekurlsa — credential extraction [T1003.001],src/detection-rules.js
chain_rule,chain-285,Credential Access,Credential Access,cmd → LaZagne — credential recovery from apps,3,T1555,cmd.exe,lazagne.exe,,Exact parent->child process name match,cmd → LaZagne — credential recovery from apps [T1555],src/detection-rules.js
chain_rule,chain-286,Credential Access,Credential Access,PS → LaZagne — credential harvesting,3,T1555,powershell.exe,lazagne.exe,,Exact parent->child process name match,PS → LaZagne — credential harvesting [T1555],src/detection-rules.js
chain_rule,chain-287,Credential Access,Credential Access,cmd → vssadmin — shadow copy for NTDS.dit,2,T1003.003,cmd.exe,vssadmin.exe,,Exact parent->child process name match,cmd → vssadmin — shadow copy for NTDS.dit [T1003.003],src/detection-rules.js
chain_rule,chain-288,Credential Access,Credential Access,PS → vssadmin — shadow copy access,2,T1003.003,powershell.exe,vssadmin.exe,,Exact parent->child process name match,PS → vssadmin — shadow copy access [T1003.003],src/detection-rules.js
chain_rule,chain-289,Credential Access,Credential Access,cmd → wbadmin — backup-based cred extraction,2,T1003.003,cmd.exe,wbadmin.exe,,Exact parent->child process name match,cmd → wbadmin — backup-based cred extraction [T1003.003],src/detection-rules.js
chain_rule,chain-290,Credential Access,Credential Access,cmd → diskshadow — NTDS.dit shadow copy,2,T1003.003,cmd.exe,diskshadow.exe,,Exact parent->child process name match,cmd → diskshadow — NTDS.dit shadow copy [T1003.003],src/detection-rules.js
chain_rule,chain-291,Credential Access,Credential Access,cmd → ntdsutil — AD database extraction (IFM),3,T1003.003,cmd.exe,ntdsutil.exe,,Exact parent->child process name match,cmd → ntdsutil — AD database extraction (IFM) [T1003.003],src/detection-rules.js
chain_rule,chain-292,Credential Access,Credential Access,PS → ntdsutil — NTDS.dit dump,3,T1003.003,powershell.exe,ntdsutil.exe,,Exact parent->child process name match,PS → ntdsutil — NTDS.dit dump [T1003.003],src/detection-rules.js
chain_rule,chain-293,Credential Access,Credential Access,cmd → reg — SAM/SECURITY/SYSTEM hive export,1,T1003.002,cmd.exe,reg.exe,,Exact parent->child process name match,cmd → reg — SAM/SECURITY/SYSTEM hive export [T1003.002],src/detection-rules.js
chain_rule,chain-294,Credential Access,Credential Access,PS → reg — registry hive export,1,T1003.002,powershell.exe,reg.exe,,Exact parent->child process name match,PS → reg — registry hive export [T1003.002],src/detection-rules.js
chain_rule,chain-295,Credential Access,Credential Access,cmd → klist — Kerberos ticket inspection,0,T1558,cmd.exe,klist.exe,,Exact parent->child process name match,cmd → klist — Kerberos ticket inspection [T1558],src/detection-rules.js
chain_rule,chain-296,Credential Access,Credential Access,PS → klist — Kerberos ticket enumeration,0,T1558,powershell.exe,klist.exe,,Exact parent->child process name match,PS → klist — Kerberos ticket enumeration [T1558],src/detection-rules.js
chain_rule,chain-297,Credential Access,Credential Access,cmd → esentutl — ESE database extraction,2,T1003.003,cmd.exe,esentutl.exe,,Exact parent->child process name match,cmd → esentutl — ESE database extraction [T1003.003],src/detection-rules.js
chain_rule,chain-298,Credential Access,Credential Access,PS → esentutl — locked file copy,2,T1003.003,powershell.exe,esentutl.exe,,Exact parent->child process name match,PS → esentutl — locked file copy [T1003.003],src/detection-rules.js
chain_rule,chain-299,Lateral Movement,Lateral Movement,PsExecSvc → cmd — remote execution (target side),2,T1570,psexesvc.exe,cmd.exe,,Exact parent->child process name match,PsExecSvc → cmd — remote execution (target side) [T1570],src/detection-rules.js
chain_rule,chain-300,Lateral Movement,Lateral Movement,PsExecSvc → PS — PsExec svc → PS exec,2,T1570,psexesvc.exe,powershell.exe,,Exact parent->child process name match,PsExecSvc → PS — PsExec svc → PS exec [T1570],src/detection-rules.js
chain_rule,chain-301,Lateral Movement,Lateral Movement,services → PsExecSvc — lateral movement inbound,2,T1570,services.exe,psexesvc.exe,,Exact parent->child process name match,services → PsExecSvc — lateral movement inbound [T1570],src/detection-rules.js
chain_rule,chain-302,Lateral Movement,Lateral Movement,cmd → PsExec — lateral movement initiated,2,T1570,cmd.exe,psexec.exe,,Exact parent->child process name match,cmd → PsExec — lateral movement initiated [T1570],src/detection-rules.js
chain_rule,chain-303,Lateral Movement,Lateral Movement,PS → PsExec — remote execution,2,T1570,powershell.exe,psexec.exe,,Exact parent->child process name match,PS → PsExec — remote execution [T1570],src/detection-rules.js
chain_rule,chain-304,Lateral Movement,Lateral Movement,WinRM → cmd — remote PowerShell session → shell,2,T1021.006,wsmprovhost.exe,cmd.exe,,Exact parent->child process name match,WinRM → cmd — remote PowerShell session → shell [T1021.006],src/detection-rules.js
chain_rule,chain-305,Lateral Movement,Lateral Movement,WinRM → PS — remote PS session,2,T1021.006,wsmprovhost.exe,powershell.exe,,Exact parent->child process name match,WinRM → PS — remote PS session [T1021.006],src/detection-rules.js
chain_rule,chain-306,Lateral Movement,Lateral Movement,WinRM → whoami — remote session recon,2,T1021.006,wsmprovhost.exe,whoami.exe,,Exact parent->child process name match,WinRM → whoami — remote session recon [T1021.006],src/detection-rules.js
chain_rule,chain-307,Lateral Movement,Lateral Movement,WinRM → net — remote session enumeration,2,T1021.006,wsmprovhost.exe,net.exe,,Exact parent->child process name match,WinRM → net — remote session enumeration [T1021.006],src/detection-rules.js
chain_rule,chain-308,Lateral Movement,Lateral Movement,MMC → cmd — DCOM lateral movement,2,T1021.003,mmc.exe,cmd.exe,,Exact parent->child process name match,MMC → cmd — DCOM lateral movement [T1021.003],src/detection-rules.js
chain_rule,chain-309,Lateral Movement,Lateral Movement,MMC → PS — DCOM execution,2,T1021.003,mmc.exe,powershell.exe,,Exact parent->child process name match,MMC → PS — DCOM execution [T1021.003],src/detection-rules.js
chain_rule,chain-310,Lateral Movement,Lateral Movement,SSHD → cmd — SSH-based remote access,1,T1021.004,sshd.exe,cmd.exe,,Exact parent->child process name match,SSHD → cmd — SSH-based remote access [T1021.004],src/detection-rules.js
chain_rule,chain-311,Lateral Movement,Lateral Movement,SSHD → PS — SSH remote execution,1,T1021.004,sshd.exe,powershell.exe,,Exact parent->child process name match,SSHD → PS — SSH remote execution [T1021.004],src/detection-rules.js
chain_rule,chain-312,Lateral Movement,Lateral Movement,cmd → gpupdate — GPO-based deployment,1,T1484.001,cmd.exe,gpupdate.exe,,Exact parent->child process name match,cmd → gpupdate — GPO-based deployment [T1484.001],src/detection-rules.js
chain_rule,chain-313,Lateral Movement,Lateral Movement,PS → gpupdate — GPO-based deployment,1,T1484.001,powershell.exe,gpupdate.exe,,Exact parent->child process name match,PS → gpupdate — GPO-based deployment [T1484.001],src/detection-rules.js
chain_rule,chain-314,Impact / Ransomware,Impact / Ransomware,cmd → vssadmin — shadow copy deletion,3,T1490,cmd.exe,vssadmin.exe,,Exact parent->child process name match,cmd → vssadmin — shadow copy deletion [T1490],src/detection-rules.js
chain_rule,chain-315,Impact / Ransomware,Impact / Ransomware,PS → vssadmin — shadow copy deletion,3,T1490,powershell.exe,vssadmin.exe,,Exact parent->child process name match,PS → vssadmin — shadow copy deletion [T1490],src/detection-rules.js
chain_rule,chain-316,Impact / Ransomware,Impact / Ransomware,cmd → wmic — ransomware indicator,3,T1490,cmd.exe,wmic.exe,,Exact parent->child process name match,cmd → wmic — ransomware indicator [T1490],src/detection-rules.js
chain_rule,chain-317,Impact / Ransomware,Impact / Ransomware,cmd → bcdedit — boot config modification,3,T1490,cmd.exe,bcdedit.exe,,Exact parent->child process name match,cmd → bcdedit — boot config modification [T1490],src/detection-rules.js
chain_rule,chain-318,Impact / Ransomware,Impact / Ransomware,PS → bcdedit — recovery disable,3,T1490,powershell.exe,bcdedit.exe,,Exact parent->child process name match,PS → bcdedit — recovery disable [T1490],src/detection-rules.js
chain_rule,chain-319,Impact / Ransomware,Impact / Ransomware,cmd → cipher — secure wipe/ransomware,2,T1486,cmd.exe,cipher.exe,,Exact parent->child process name match,cmd → cipher — secure wipe/ransomware [T1486],src/detection-rules.js
chain_rule,chain-320,Impact / Ransomware,Impact / Ransomware,PS → cipher — wipe free space,2,T1486,powershell.exe,cipher.exe,,Exact parent->child process name match,PS → cipher — wipe free space [T1486],src/detection-rules.js
chain_rule,chain-321,Impact / Ransomware,Impact / Ransomware,cmd → wbadmin — backup catalog deletion,3,T1490,cmd.exe,wbadmin.exe,,Exact parent->child process name match,cmd → wbadmin — backup catalog deletion [T1490],src/detection-rules.js
chain_rule,chain-322,Impact / Ransomware,Impact / Ransomware,PS → wbadmin — backup deletion,3,T1490,powershell.exe,wbadmin.exe,,Exact parent->child process name match,PS → wbadmin — backup deletion [T1490],src/detection-rules.js
chain_rule,chain-323,Impact / Ransomware,Impact / Ransomware,cmd → PsExec — mass ransomware deployment,3,T1486,cmd.exe,psexec.exe,,Exact parent->child process name match,cmd → PsExec — mass ransomware deployment [T1486],src/detection-rules.js
chain_rule,chain-324,Impact / Ransomware,Impact / Ransomware,PS → PsExec — ransomware distribution,3,T1486,powershell.exe,psexec.exe,,Exact parent->child process name match,PS → PsExec — ransomware distribution [T1486],src/detection-rules.js
chain_rule,chain-325,Collection / Staging,Collection / Staging,cmd → rar — archive creation for exfiltration,2,T1560.001,cmd.exe,rar.exe,,Exact parent->child process name match,cmd → rar — archive creation for exfiltration [T1560.001],src/detection-rules.js
chain_rule,chain-326,Collection / Staging,Collection / Staging,PS → rar — data staging,2,T1560.001,powershell.exe,rar.exe,,Exact parent->child process name match,PS → rar — data staging [T1560.001],src/detection-rules.js
chain_rule,chain-327,Collection / Staging,Collection / Staging,cmd → 7z — archive creation,1,T1560.001,cmd.exe,7z.exe,,Exact parent->child process name match,cmd → 7z — archive creation [T1560.001],src/detection-rules.js
chain_rule,chain-328,Collection / Staging,Collection / Staging,PS → 7z — data staging,1,T1560.001,powershell.exe,7z.exe,,Exact parent->child process name match,PS → 7z — data staging [T1560.001],src/detection-rules.js
chain_rule,chain-329,Collection / Staging,Collection / Staging,cmd → 7za — common in ransomware toolkits,2,T1560.001,cmd.exe,7za.exe,,Exact parent->child process name match,cmd → 7za — common in ransomware toolkits [T1560.001],src/detection-rules.js
chain_rule,chain-330,Collection / Staging,Collection / Staging,cmd → makecab — LOLBin archive creation,1,T1560.001,cmd.exe,makecab.exe,,Exact parent->child process name match,cmd → makecab — LOLBin archive creation [T1560.001],src/detection-rules.js
chain_rule,chain-331,Collection / Staging,Collection / Staging,PS → makecab — LOLBin archive,1,T1560.001,powershell.exe,makecab.exe,,Exact parent->child process name match,PS → makecab — LOLBin archive [T1560.001],src/detection-rules.js
chain_rule,chain-332,Exfiltration,Exfiltration,cmd → curl — data exfiltration,1,T1048,cmd.exe,curl.exe,,Exact parent->child process name match,cmd → curl — data exfiltration [T1048],src/detection-rules.js
chain_rule,chain-333,Exfiltration,Exfiltration,PS → curl — data transfer,1,T1048,powershell.exe,curl.exe,,Exact parent->child process name match,PS → curl — data transfer [T1048],src/detection-rules.js
chain_rule,chain-334,Exfiltration,Exfiltration,cmd → ftp — FTP data transfer,1,T1048.003,cmd.exe,ftp.exe,,Exact parent->child process name match,cmd → ftp — FTP data transfer [T1048.003],src/detection-rules.js
chain_rule,chain-335,Exfiltration,Exfiltration,PS → ftp — data exfiltration,1,T1048.003,powershell.exe,ftp.exe,,Exact parent->child process name match,PS → ftp — data exfiltration [T1048.003],src/detection-rules.js
chain_rule,chain-336,Exfiltration,Exfiltration,cmd → scp — SCP file transfer,1,T1048,cmd.exe,scp.exe,,Exact parent->child process name match,cmd → scp — SCP file transfer [T1048],src/detection-rules.js
chain_rule,chain-337,Exfiltration,Exfiltration,cmd → sftp — SFTP transfer,1,T1048,cmd.exe,sftp.exe,,Exact parent->child process name match,cmd → sftp — SFTP transfer [T1048],src/detection-rules.js
chain_rule,chain-338,Exfiltration,Exfiltration,cmd → rclone — cloud exfiltration,3,T1567.002,cmd.exe,rclone.exe,,Exact parent->child process name match,cmd → rclone — cloud exfiltration [T1567.002],src/detection-rules.js
chain_rule,chain-339,Exfiltration,Exfiltration,PS → rclone — cloud storage exfil,3,T1567.002,powershell.exe,rclone.exe,,Exact parent->child process name match,PS → rclone — cloud storage exfil [T1567.002],src/detection-rules.js
chain_rule,chain-340,Exfiltration,Exfiltration,cmd → MEGASync — cloud exfiltration,3,T1567.002,cmd.exe,megasync.exe,,Exact parent->child process name match,cmd → MEGASync — cloud exfiltration [T1567.002],src/detection-rules.js
chain_rule,chain-341,Exfiltration,Exfiltration,cmd → MEGAcmd — cloud exfil CLI,3,T1567.002,cmd.exe,megacmd.exe,,Exact parent->child process name match,cmd → MEGAcmd — cloud exfil CLI [T1567.002],src/detection-rules.js
chain_rule,chain-342,Exfiltration,Exfiltration,PS → MEGAcmd — cloud exfil,3,T1567.002,powershell.exe,megacmd.exe,,Exact parent->child process name match,PS → MEGAcmd — cloud exfil [T1567.002],src/detection-rules.js
rule_group,pi-0,Execution,Execution,Office → Shell (Word/Excel/PPT/Outlook/OneNote/Access/Publisher),critical,"T1204.002, T1059",,,,"Type: Parent → Child chain (28 rules) | Parents: winword, excel, powerpnt, outlook, onenote, msaccess, mspub | Children: cmd, powershell, wscript, cscript, msdt, bash, mshta, regsvr32, rundll32, certutil | Condition: Parent process spawns child process directly | Example: winword.exe → powershell.exe = macro execution","[{""label"":""Type"",""value"":""Parent → Child chain (28 rules)""},{""label"":""Parents"",""value"":""winword, excel, powerpnt, outlook, onenote, msaccess, mspub""},{""label"":""Children"",""value"":""cmd, powershell, wscript, cscript, msdt, bash, mshta, regsvr32, rundll32, certutil""},{""label"":""Condition"",""value"":""Parent process spawns child process directly""},{""label"":""Example"",""value"":""winword.exe → powershell.exe = macro execution""}]",src/App.jsx
rule_group,pi-1,Execution,Execution,Script Engine Chains (WScript/CScript/PS/cmd),high,"T1059.001, T1059.005",,,,"Type: Parent → Child chain (14 rules) | Chains: wscript→cmd, wscript→powershell, cscript→cmd, ps→ps (double-hop), cmd→ps, ps→wscript, ps→bash | Condition: Script interpreter spawns another interpreter — multi-stage execution","[{""label"":""Type"",""value"":""Parent → Child chain (14 rules)""},{""label"":""Chains"",""value"":""wscript→cmd, wscript→powershell, cscript→cmd, ps→ps (double-hop), cmd→ps, ps→wscript, ps→bash""},{""label"":""Condition"",""value"":""Script interpreter spawns another interpreter — multi-stage execution""}]",src/App.jsx
rule_group,pi-2,Execution,Execution,Service-Based Execution (svchost/WMI/Task Scheduler),high,"T1047, T1569.002",,,,"Type: Parent → Child chain (18 rules) | Parents: svchost, wmiprvse, taskeng, taskhostw, wsmprovhost, dllhost, mmc | Children: cmd, powershell, wscript, cscript, mshta, rundll32, regsvr32 | Condition: Windows service host or WMI provider spawns shell/script","[{""label"":""Type"",""value"":""Parent → Child chain (18 rules)""},{""label"":""Parents"",""value"":""svchost, wmiprvse, taskeng, taskhostw, wsmprovhost, dllhost, mmc""},{""label"":""Children"",""value"":""cmd, powershell, wscript, cscript, mshta, rundll32, regsvr32""},{""label"":""Condition"",""value"":""Windows service host or WMI provider spawns shell/script""}]",src/App.jsx
rule_group,pi-3,Execution,Execution,Encoded PowerShell (-enc / -e flags),critical,T1059.001,,,,Process: powershell.exe OR pwsh.exe | CommandLine: regex: \s+(-e\s|-enc\s|-encodedcommand\s|-en\s|-ec\s) | Condition: Both process name AND command line must match,"[{""label"":""Process"",""value"":""powershell.exe OR pwsh.exe""},{""label"":""CommandLine"",""value"":""regex: \\s+(-e\\s|-enc\\s|-encodedcommand\\s|-en\\s|-ec\\s)""},{""label"":""Condition"",""value"":""Both process name AND command line must match""}]",src/App.jsx
rule_group,pi-4,Credential Access,Credential Access,Credential Dumping Commands (comsvcs/sekurlsa/mimikatz),critical,T1003,,,,CommandLine: regex: comsvcs\.dll | sekurlsa | lsadump | procdump.*lsass | mimikatz | pypykatz | nanodump | Condition: Any process with matching command line argument,"[{""label"":""CommandLine"",""value"":""regex: comsvcs\\.dll | sekurlsa | lsadump | procdump.*lsass | mimikatz | pypykatz | nanodump""},{""label"":""Condition"",""value"":""Any process with matching command line argument""}]",src/App.jsx
rule_group,pi-5,Credential Access,Credential Access,NTDS Extraction (ntdsutil/secretsdump),critical,T1003.003,,,,CommandLine: regex: ntdsutil.*ifm | wbadmin.*ntds | secretsdump | ntds\.dit | Condition: Any process attempting Active Directory database extraction,"[{""label"":""CommandLine"",""value"":""regex: ntdsutil.*ifm | wbadmin.*ntds | secretsdump | ntds\\.dit""},{""label"":""Condition"",""value"":""Any process attempting Active Directory database extraction""}]",src/App.jsx
rule_group,pi-6,Credential Access,Credential Access,LSASS Access Tools (procdump/processhacker),critical,T1003.001,,,,Process: regex: ^(processhacker|procdump|sqldumper|avdump|handlekatz)(\.exe)?$ | Condition: Process name matches known LSASS dumping tools,"[{""label"":""Process"",""value"":""regex: ^(processhacker|procdump|sqldumper|avdump|handlekatz)(\\.exe)?$""},{""label"":""Condition"",""value"":""Process name matches known LSASS dumping tools""}]",src/App.jsx
rule_group,pi-7,Defense Evasion,Defense Evasion,Shadow Copy Deletion / Log Clearing / SafeBoot,high,T1070,,,,CommandLine: regex: vssadmin.*delete | wevtutil\s+cl | bcdedit.*safeboot | bcdedit.*recoveryenabled | Condition: Any process with anti-forensic or recovery-disabling commands,"[{""label"":""CommandLine"",""value"":""regex: vssadmin.*delete | wevtutil\\s+cl | bcdedit.*safeboot | bcdedit.*recoveryenabled""},{""label"":""Condition"",""value"":""Any process with anti-forensic or recovery-disabling commands""}]",src/App.jsx
rule_group,pi-8,Persistence,Persistence,Account Manipulation (net user/group /add),high,T1136,,,,CommandLine: regex: net\s+(user|group|localgroup)\s+.*/add | Condition: Account or group creation via net.exe commands,"[{""label"":""CommandLine"",""value"":""regex: net\\s+(user|group|localgroup)\\s+.*/add""},{""label"":""Condition"",""value"":""Account or group creation via net.exe commands""}]",src/App.jsx
rule_group,pi-9,Lateral Movement,Lateral Movement,WMI/WinRM Remote Commands,high,T1021,,,,CommandLine: regex: wmic.*/node: | winrm | Condition: Remote execution via WMI or WinRM protocols,"[{""label"":""CommandLine"",""value"":""regex: wmic.*/node: | winrm""},{""label"":""Condition"",""value"":""Remote execution via WMI or WinRM protocols""}]",src/App.jsx
rule_group,pi-10,Discovery,Discovery,AD Recon Tools (BloodHound/SharpHound/ADFind/Rubeus),high,T1087.002,,,,Process: regex: ^(adfind|sharphound|bloodhound|sharpview|seatbelt|rubeus|certify|certipy)(\.exe)?$ | Condition: Process name matches known Active Directory enumeration tools,"[{""label"":""Process"",""value"":""regex: ^(adfind|sharphound|bloodhound|sharpview|seatbelt|rubeus|certify|certipy)(\\.exe)?$""},{""label"":""Condition"",""value"":""Process name matches known Active Directory enumeration tools""}]",src/App.jsx
rule_group,pi-11,Discovery,Discovery,Network Scanners (netscan/masscan/rustscan),high,T1046,,,,Process: regex: ^(netscan|netscan64|advanced_ip_scanner|rustscan|masscan|angry_ip_scanner|nbtscan)(\.exe)?$ | Condition: Process name matches known network scanning tools,"[{""label"":""Process"",""value"":""regex: ^(netscan|netscan64|advanced_ip_scanner|rustscan|masscan|angry_ip_scanner|nbtscan)(\\.exe)?$""},{""label"":""Condition"",""value"":""Process name matches known network scanning tools""}]",src/App.jsx
rule_group,pi-12,Command & Control,Command & Control,RMM Tools — Unusual Parent (AnyDesk/TeamViewer/RustDesk),high,T1219,,,,Process: regex: ^(anydesk|splashtop|rustdesk|atera|screenconnect|teamviewer|supremo)(\.exe)?$ | Parent: NOT explorer.exe (unusual parent = potentially injected or staged) | Condition: RMM tool launched from non-standard parent process,"[{""label"":""Process"",""value"":""regex: ^(anydesk|splashtop|rustdesk|atera|screenconnect|teamviewer|supremo)(\\.exe)?$""},{""label"":""Parent"",""value"":""NOT explorer.exe (unusual parent = potentially injected or staged)""},{""label"":""Condition"",""value"":""RMM tool launched from non-standard parent process""}]",src/App.jsx
rule_group,pi-13,Exfiltration,Exfiltration,Exfiltration Tools (rclone/WinSCP/MegaSync),high,T1567,,,,Process: regex: ^(rclone|filezilla|winscp|megasync|megacmd)(\.exe)?$ | Condition: Process name matches known data transfer/sync tools,"[{""label"":""Process"",""value"":""regex: ^(rclone|filezilla|winscp|megasync|megacmd)(\\.exe)?$""},{""label"":""Condition"",""value"":""Process name matches known data transfer/sync tools""}]",src/App.jsx
rule_group,pi-14,Collection,Collection,Suspicious Archive Operations (7z/rar with password),high,T1560.001,,,,CommandLine: regex: \b(7z|7za|winrar|rar)\b.*(-p| a .*\.(7z|zip|rar)) | Condition: Archive tool used with password flag or creating archive — potential data staging,"[{""label"":""CommandLine"",""value"":""regex: \\b(7z|7za|winrar|rar)\\b.*(-p| a .*\\.(7z|zip|rar))""},{""label"":""Condition"",""value"":""Archive tool used with password flag or creating archive — potential data staging""}]",src/App.jsx
